,liczba_wystapien_18_20m,czestosc_wystapien_18_20m,liczba_dzieci_18_20m,czestosc_dzieci_18_20m,liczba_wystapien_21_23m,czestosc_wystapien_21_23m,liczba_dzieci_21_23m,czestosc_dzieci_21_23m,liczba_wystapien_24_26m,czestosc_wystapien_24_26m,liczba_dzieci_24_26m,czestosc_dzieci_24_26m,liczba_wystapien_27_29m,czestosc_wystapien_27_29m,liczba_dzieci_27_29m,czestosc_dzieci_27_29m,liczba_wystapien_30_32m,czestosc_wystapien_30_32m,liczba_dzieci_30_32m,czestosc_dzieci_30_32m,liczba_wystapien_33_40m,czestosc_wystapien_33_40m,liczba_dzieci_33_40m,czestosc_dzieci_33_40m
głośny,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
króliczka,,,,,,,,,2.0,0.0010621348911311736,2.0,0.006024096385542169,1.0,0.0005122950819672131,1.0,0.0029498525073746312,1.0,0.00043591979075850045,1.0,0.0026109660574412533,1.0,0.0003551136363636364,1.0,0.002028397565922921
heni,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
kolorka,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
huśtać,,,,,,,,,2.0,0.0010621348911311736,2.0,0.006024096385542169,1.0,0.0005122950819672131,1.0,0.0029498525073746312,3.0,0.0013077593722755014,3.0,0.007832898172323759,1.0,0.0003551136363636364,1.0,0.002028397565922921
koszula,,,,,,,,,1.0,0.0005310674455655868,1.0,0.0030120481927710845,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
kosztować,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
koszliczek,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
kosmos,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
kosmit,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
kosmiczny,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
kosić,2.0,0.0028735632183908046,1.0,0.00510204081632653,1.0,0.000782472613458529,1.0,0.003861003861003861,1.0,0.0005310674455655868,1.0,0.0030120481927710845,,,,,2.0,0.0008718395815170009,2.0,0.005221932114882507,1.0,0.0003551136363636364,1.0,0.002028397565922921
korona,,,,,,,,,,,,,1.0,0.0005122950819672131,1.0,0.0029498525073746312,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
kopu,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
kopić,,,,,,,,,,,,,,,,,1.0,0.00043591979075850045,1.0,0.0026109660574412533,1.0,0.0003551136363636364,1.0,0.002028397565922921
husiu,,,,,,,,,,,,,1.0,0.0005122950819672131,1.0,0.0029498525073746312,1.0,0.00043591979075850045,1.0,0.0026109660574412533,1.0,0.0003551136363636364,1.0,0.002028397565922921
kopareczka,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
hurra,,,,,1.0,0.000782472613458529,1.0,0.003861003861003861,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
kop,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
kontia,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
konstrukcja,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
konci,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
ice,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
kominek,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
komin,,,,,,,,,2.0,0.0010621348911311736,2.0,0.006024096385542169,,,,,1.0,0.00043591979075850045,1.0,0.0026109660574412533,1.0,0.0003551136363636364,1.0,0.002028397565922921
kometa,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
kombejn,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
komar,,,,,4.0,0.003129890453834116,3.0,0.011583011583011582,,,,,1.0,0.0005122950819672131,1.0,0.0029498525073746312,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
idealny,,,,,,,,,,,,,,,,,2.0,0.0008718395815170009,1.0,0.0026109660574412533,1.0,0.0003551136363636364,1.0,0.002028397565922921
husie,,,,,,,,,,,,,1.0,0.0005122950819672131,1.0,0.0029498525073746312,1.0,0.00043591979075850045,1.0,0.0026109660574412533,1.0,0.0003551136363636364,1.0,0.002028397565922921
koteczek,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
krzak,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
krapkowica,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
krzaczek,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
kryształ,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
krystian,,,,,1.0,0.000782472613458529,1.0,0.003861003861003861,2.0,0.0010621348911311736,1.0,0.0030120481927710845,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
krysia,,,,,,,,,,,,,,,,,1.0,0.00043591979075850045,1.0,0.0026109660574412533,1.0,0.0003551136363636364,1.0,0.002028397565922921
kryrsz,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
herbate,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
hmm,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
kropeczka,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
krokodyl,,,,,,,,,2.0,0.0010621348911311736,2.0,0.006024096385542169,1.0,0.0005122950819672131,1.0,0.0029498525073746312,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
krew,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
krem,,,,,,,,,2.0,0.0010621348911311736,2.0,0.006024096385542169,,,,,1.0,0.00043591979075850045,1.0,0.0026109660574412533,1.0,0.0003551136363636364,1.0,0.002028397565922921
kraina,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
koteczka,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
kośćiółka,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
kość,,,,,,,,,,,,,,,,,1.0,0.00043591979075850045,1.0,0.0026109660574412533,1.0,0.0003551136363636364,1.0,0.002028397565922921
kościółka,,,,,1.0,0.000782472613458529,1.0,0.003861003861003861,,,,,,,,,2.0,0.0008718395815170009,2.0,0.005221932114882507,1.0,0.0003551136363636364,1.0,0.002028397565922921
hola,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
kościołek,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
koń,,,,,1.0,0.000782472613458529,1.0,0.003861003861003861,,,,,,,,,2.0,0.0008718395815170009,2.0,0.005221932114882507,1.0,0.0003551136363636364,1.0,0.002028397565922921
kołysanka,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
kołowlotek,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
hotel,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
kołdra,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
hulajnóg,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
nawet,,,,,,,,,1.0,0.0005310674455655868,1.0,0.0030120481927710845,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
et_cetera,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
eryk,,,,,1.0,0.000782472613458529,1.0,0.003861003861003861,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
deskusja,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
poobcinać,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
ponpon,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
deiza,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
delikatnie,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
pomyś,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
denie,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
pompować,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
pomidor,,,,,,,,,,,,,,,,,1.0,0.00043591979075850045,1.0,0.0026109660574412533,1.0,0.0003551136363636364,1.0,0.002028397565922921
pomazać,,,,,,,,,,,,,1.0,0.0005122950819672131,1.0,0.0029498525073746312,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
pomasywać,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
pomalutek,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
deszczyk,,,,,,,,,1.0,0.0005310674455655868,1.0,0.0030120481927710845,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
popilnować,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
pomadka,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
poluzować,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
detymer ja,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
policzek,,,,,,,,,,,,,,,,,1.0,0.00043591979075850045,1.0,0.0026109660574412533,1.0,0.0003551136363636364,1.0,0.002028397565922921
poleżeć,,,,,,,,,,,,,1.0,0.0005122950819672131,1.0,0.0029498525073746312,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
poleże,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
polewać,,,,,1.0,0.000782472613458529,1.0,0.003861003861003861,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
didiś,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
polać,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
polar,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
pokochać,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
popielnik,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
poplos,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
disnya,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
posiukać,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
dach,,,,,1.0,0.000782472613458529,1.0,0.003861003861003861,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
potwór,,,,,,,,,,,,,,,,,1.0,0.00043591979075850045,1.0,0.0026109660574412533,1.0,0.0003551136363636364,1.0,0.002028397565922921
potworka,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
potrzymać,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
potrzebny,,,,,,,,,1.0,0.0005310674455655868,1.0,0.0030120481927710845,,,,,1.0,0.00043591979075850045,1.0,0.0026109660574412533,1.0,0.0003551136363636364,1.0,0.002028397565922921
dak,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
posłyć,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
posługiwać,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
posłuchać,,,,,,,,,,,,,4.0,0.0020491803278688526,4.0,0.011799410029498525,1.0,0.00043591979075850045,1.0,0.0026109660574412533,1.0,0.0003551136363636364,1.0,0.002028397565922921
posmalywać,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
poskładać,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
posikać,,,,,,,,,,,,,1.0,0.0005122950819672131,1.0,0.0029498525073746312,2.0,0.0008718395815170009,1.0,0.0026109660574412533,1.0,0.0003551136363636364,1.0,0.002028397565922921
poposze,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
posadzić,,,,,1.0,0.000782472613458529,1.0,0.003861003861003861,,,,,1.0,0.0005122950819672131,1.0,0.0029498525073746312,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
porządek,,,,,1.0,0.000782472613458529,1.0,0.003861003861003861,1.0,0.0005310674455655868,1.0,0.0030120481927710845,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
porysować,,,,,1.0,0.000782472613458529,1.0,0.003861003861003861,1.0,0.0005310674455655868,1.0,0.0030120481927710845,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
porwać,,,,,1.0,0.000782472613458529,1.0,0.003861003861003861,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
porozmawiać,,,,,,,,,,,,,,,,,2.0,0.0008718395815170009,2.0,0.005221932114882507,1.0,0.0003551136363636364,1.0,0.002028397565922921
porobić,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
poradziłać,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
poradzić,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
danuś,,,,,,,,,,,,,,,,,1.0,0.00043591979075850045,1.0,0.0026109660574412533,1.0,0.0003551136363636364,1.0,0.002028397565922921
popsować,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
popołudnie,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
pokazywać,,,,,2.0,0.001564945226917058,2.0,0.007722007722007722,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
dlut,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
powkładać,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
dorotka,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
pocałować,1.0,0.0014367816091954023,1.0,0.00510204081632653,,,,,,,,,,,,,1.0,0.00043591979075850045,1.0,0.0026109660574412533,1.0,0.0003551136363636364,1.0,0.002028397565922921
pobudować,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
pobrudzić,,,,,,,,,1.0,0.0005310674455655868,1.0,0.0030120481927710845,1.0,0.0005122950819672131,1.0,0.0029498525073746312,3.0,0.0013077593722755014,3.0,0.007832898172323759,1.0,0.0003551136363636364,1.0,0.002028397565922921
pobić,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
dora,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
dorosnąć,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
pnedszkole,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
pluskać,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
plusik,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
plose,,,,,1.0,0.000782472613458529,1.0,0.003861003861003861,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
pleck,,,,,,,,,,,,,1.0,0.0005122950819672131,1.0,0.0029498525073746312,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
plecaczka,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
pochwalić,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
plawda,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
plat,,,,,,,,,,,,,,,,,1.0,0.00043591979075850045,1.0,0.0026109660574412533,1.0,0.0003551136363636364,1.0,0.002028397565922921
plad,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
placuszka,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
placować,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
dosięgać,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
pjać,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
piżam,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
piśmo,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
piś,1.0,0.0014367816091954023,1.0,0.00510204081632653,4.0,0.003129890453834116,3.0,0.011583011583011582,1.0,0.0005310674455655868,1.0,0.0030120481927710845,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
piłta,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
pochować,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
pocióg,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
pojęcie,,,,,,,,,,,,,1.0,0.0005122950819672131,1.0,0.0029498525073746312,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
dolar,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
pojemnik,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
pojefać,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
dmuchać,1.0,0.0014367816091954023,1.0,0.00510204081632653,1.0,0.000782472613458529,1.0,0.003861003861003861,,,,,,,,,1.0,0.00043591979075850045,1.0,0.0026109660574412533,1.0,0.0003551136363636364,1.0,0.002028397565922921
pojać,,,,,1.0,0.000782472613458529,1.0,0.003861003861003861,,,,,,,,,2.0,0.0008718395815170009,2.0,0.005221932114882507,1.0,0.0003551136363636364,1.0,0.002028397565922921
pojazd,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
pohuśtać,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
dobro,,,,,,,,,,,,,1.0,0.0005122950819672131,1.0,0.0029498525073746312,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
dojadzień,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
podzielić,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
podział,,,,,,,,,,,,,1.0,0.0005122950819672131,1.0,0.0029498525073746312,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
podwólko,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
poduszeczka,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
dopłynąć,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
podstawka,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
podsać,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
podrapać,,,,,,,,,,,,,,,,,1.0,0.00043591979075850045,1.0,0.0026109660574412533,1.0,0.0003551136363636364,1.0,0.002028397565922921
podmuuchać,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
dolina,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
dominik,,,,,,,,,2.0,0.0010621348911311736,1.0,0.0030120481927710845,1.0,0.0005122950819672131,1.0,0.0029498525073746312,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
dominika,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
poczta,,,,,,,,,,,,,1.0,0.0005122950819672131,1.0,0.0029498525073746312,2.0,0.0008718395815170009,2.0,0.005221932114882507,1.0,0.0003551136363636364,1.0,0.002028397565922921
poczeć,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
dookoła,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
pociągnąć,,,,,,,,,,,,,,,,,1.0,0.00043591979075850045,1.0,0.0026109660574412533,1.0,0.0003551136363636364,1.0,0.002028397565922921
córtia,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
powoli,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
dostanąć,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
puchać,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
puźno,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
cola,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
cukieleka,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
cukier,,,,,1.0,0.000782472613458529,1.0,0.003861003861003861,1.0,0.0005310674455655868,1.0,0.0030120481927710845,1.0,0.0005122950819672131,1.0,0.0029498525073746312,1.0,0.00043591979075850045,1.0,0.0026109660574412533,1.0,0.0003551136363636364,1.0,0.002028397565922921
pusto,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
pulka,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
pukładać,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
pujść,,,,,,,,,1.0,0.0005310674455655868,1.0,0.0030120481927710845,,,,,3.0,0.0013077593722755014,2.0,0.005221932114882507,1.0,0.0003551136363636364,1.0,0.002028397565922921
pudło,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
pucić,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
puci,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
puchatkobus,,,,,,,,,,,,,,,,,1.0,0.00043591979075850045,1.0,0.0026109660574412533,1.0,0.0003551136363636364,1.0,0.002028397565922921
pysie,,,,,,,,,,,,,,,,,1.0,0.00043591979075850045,1.0,0.0026109660574412533,1.0,0.0003551136363636364,1.0,0.002028397565922921
puchatek,,,,,,,,,1.0,0.0005310674455655868,1.0,0.0030120481927710845,,,,,1.0,0.00043591979075850045,1.0,0.0026109660574412533,1.0,0.0003551136363636364,1.0,0.002028397565922921
psyjść,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
psiuć,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
psiu,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
psieść,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
psiedśkol,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
psieckój,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
pseckola,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
pscółka,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
przód,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
przytrzymać,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
pyjść,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
pysna,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
przypomnieć,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
płaszczyk,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
citać,,,,,2.0,0.001564945226917058,2.0,0.007722007722007722,1.0,0.0005310674455655868,1.0,0.0030120481927710845,1.0,0.0005122950819672131,1.0,0.0029498525073746312,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
rajtuz,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
rafał,,,,,,,,,1.0,0.0005310674455655868,1.0,0.0030120481927710845,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
radio,,,,,,,,,,,,,,,,,1.0,0.00043591979075850045,1.0,0.0026109660574412533,1.0,0.0003551136363636364,1.0,0.002028397565922921
rada,,,,,,,,,3.0,0.0015932023366967605,3.0,0.009036144578313253,1.0,0.0005122950819672131,1.0,0.0029498525073746312,6.0,0.0026155187445510027,4.0,0.010443864229765013,1.0,0.0003551136363636364,1.0,0.002028397565922921
rabuś,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
quad,,,,,,,,,,,,,1.0,0.0005122950819672131,1.0,0.0029498525073746312,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
pływalnia,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
płyn,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
płotek,,,,,,,,,,,,,1.0,0.0005122950819672131,1.0,0.0029498525073746312,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
płatek,,,,,,,,,,,,,,,,,1.0,0.00043591979075850045,1.0,0.0026109660574412533,1.0,0.0003551136363636364,1.0,0.002028397565922921
ciukierka,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
coc,,,,,,,,,,,,,,,,,,,,,1.0,0.0003551136363636364,1.0,0.002028397565922921
